geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0032880,regulation of protein localization,http://amigo.geneontology.org/amigo/term/GO:0032880,943,30,14.5878453,2.05650659,1.42E-04,0.007049694,640;958;1445;1601;1813;1815;2044;2064;3382;3558;3586;3684;3717;3936;5469;5781;7015;7128;7292;7332;8626;9258;9474;9910;27159;51715;55024;64135;192683;337867,ENSG00000141736;ENSG00000185651;ENSG00000136573;ENSG00000136167;ENSG00000125686;ENSG00000147324;ENSG00000198794;ENSG00000134882;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000101017;ENSG00000112210;ENSG00000153071;ENSG00000003147;ENSG00000136634;ENSG00000103653;ENSG00000145242;ENSG00000118503;ENSG00000285022;ENSG00000152061;ENSG00000115267;ENSG00000153064;ENSG00000164362;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000149295;ENSG00000276825
GO:0045191,regulation of isotype switching,http://amigo.geneontology.org/amigo/term/GO:0045191,33,5,0.510497238,9.794372294,1.42E-04,0.007049694,958;3558;3586;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0002381,immunoglobulin production involved in immunoglobulin mediated immune response,http://amigo.geneontology.org/amigo/term/GO:0002381,52,6,0.80441989,7.458791209,1.45E-04,0.007162602,958;3119;3558;3586;5788;7292,ENSG00000231286;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0002440,production of molecular mediator of immune response,http://amigo.geneontology.org/amigo/term/GO:0002440,185,11,2.861878453,3.843629344,1.47E-04,0.007237915,958;3119;3558;3575;3586;3815;5788;7292;8013;8807;9474,ENSG00000157404;ENSG00000231286;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000168685;ENSG00000115607;ENSG00000057663;ENSG00000081237;ENSG00000119508
GO:2000026,regulation of multicellular organismal development,http://amigo.geneontology.org/amigo/term/GO:2000026,1872,49,28.95911602,1.692040598,1.48E-04,0.007237915,356;639;941;942;958;1027;1493;1601;1656;1813;2064;2113;2672;3558;3559;3575;3586;3815;3984;4853;4855;5468;5469;5788;6774;6857;7015;7128;7292;8013;8626;8997;9770;22806;22891;23081;23380;28514;28996;51176;51199;54806;57118;57216;81606;84628;91752;157285;257194,ENSG00000141736;ENSG00000157404;ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000057657;ENSG00000073282;ENSG00000109471;ENSG00000117560;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000106683;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000136634;ENSG00000275342;ENSG00000162738;ENSG00000118503;ENSG00000168685;ENSG00000160145;ENSG00000101265;ENSG00000064393;ENSG00000266028;ENSG00000134460;ENSG00000100503;ENSG00000164362;ENSG00000110367;ENSG00000111276;ENSG00000135541;ENSG00000183049;ENSG00000114013;ENSG00000149295;ENSG00000172260;ENSG00000081237;ENSG00000161405;ENSG00000132170;ENSG00000170396;ENSG00000119508;ENSG00000138795;ENSG00000285551;ENSG00000204301;ENSG00000107077;ENSG00000134250;ENSG00000198719;ENSG00000196358;ENSG00000134954;ENSG00000067715
GO:0046425,regulation of JAK-STAT cascade,http://amigo.geneontology.org/amigo/term/GO:0046425,126,9,1.949171271,4.617346939,1.50E-04,0.007268654,958;2690;3451;3558;3717;3815;5788;6774;59067,ENSG00000234829;ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000081237;ENSG00000112964
GO:0048660,regulation of smooth muscle cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0048660,126,9,1.949171271,4.617346939,1.50E-04,0.007268654,1027;3586;3654;3717;5468;5592;7015;7128;8013,ENSG00000184216;ENSG00000096968;ENSG00000136634;ENSG00000118503;ENSG00000164362;ENSG00000111276;ENSG00000185532;ENSG00000132170;ENSG00000119508
GO:0050727,regulation of inflammatory response,http://amigo.geneontology.org/amigo/term/GO:0050727,359,16,5.55359116,2.881018703,1.55E-04,0.007458978,717;735;2113;3075;3558;3559;3586;3684;3717;5468;5788;7128;7292;9258;10318;59067,ENSG00000145901;ENSG00000166278;ENSG00000113600;ENSG00000147324;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000138684;ENSG00000136634;ENSG00000118503;ENSG00000285022;ENSG00000134460;ENSG00000081237;ENSG00000132170;ENSG00000231543;ENSG00000000971;ENSG00000134954
GO:0051091,positive regulation of DNA-binding transcription factor activity,http://amigo.geneontology.org/amigo/term/GO:0051091,252,13,3.898342541,3.334750567,1.57E-04,0.00750441,958;2044;3586;3654;3717;3815;5468;6774;8807;28996;57118;84159;219790,ENSG00000157404;ENSG00000182010;ENSG00000168610;ENSG00000184216;ENSG00000096968;ENSG00000101017;ENSG00000136634;ENSG00000145242;ENSG00000064393;ENSG00000115607;ENSG00000183049;ENSG00000150347;ENSG00000132170
GO:0018193,peptidyl-amino acid modification,http://amigo.geneontology.org/amigo/term/GO:0018193,1186,35,18.34696133,1.90767285,1.68E-04,0.007983639,640;941;958;1389;1445;1609;2044;2064;2672;2690;3451;3558;3595;3717;3815;4249;5334;5788;6774;7297;8110;9474;9641;9770;10847;23081;28996;51176;55024;55140;59067;64135;64754;200734;388228,ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000162676;ENSG00000136573;ENSG00000168610;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000115896;ENSG00000134014;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000205683;ENSG00000101265;ENSG00000064393;ENSG00000152127;ENSG00000115267;ENSG00000153064;ENSG00000105397;ENSG00000185420;ENSG00000057663;ENSG00000145214;ENSG00000080603;ENSG00000081237;ENSG00000263528;ENSG00000188322;ENSG00000138795;ENSG00000107077;ENSG00000112964
GO:0048659,smooth muscle cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0048659,128,9,1.980110497,4.545200893,1.69E-04,0.008021249,1027;3586;3654;3717;5468;5592;7015;7128;8013,ENSG00000184216;ENSG00000096968;ENSG00000136634;ENSG00000118503;ENSG00000164362;ENSG00000111276;ENSG00000185532;ENSG00000132170;ENSG00000119508
GO:1904035,regulation of epithelial cell apoptotic process,http://amigo.geneontology.org/amigo/term/GO:1904035,76,7,1.175690608,5.953947368,1.72E-04,0.008100542,356;958;3586;3717;7015;7128;79155,ENSG00000168884;ENSG00000096968;ENSG00000117560;ENSG00000101017;ENSG00000136634;ENSG00000118503;ENSG00000164362
GO:0002237,response to molecule of bacterial origin,http://amigo.geneontology.org/amigo/term/GO:0002237,326,15,5.043093923,2.974364592,1.76E-04,0.008255988,356;941;942;949;958;2672;3586;3595;3654;3663;3717;3727;7128;7292;79155,ENSG00000162676;ENSG00000168884;ENSG00000184216;ENSG00000096968;ENSG00000117560;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000081985;ENSG00000136634;ENSG00000118503;ENSG00000128604;ENSG00000073060;ENSG00000114013;ENSG00000130522
GO:0051897,positive regulation of protein kinase B signaling,http://amigo.geneontology.org/amigo/term/GO:0051897,159,10,2.459668508,4.0655885,1.86E-04,0.008659411,941;942;2064;2885;3092;3815;5781;9258;9518;29851,ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000127946;ENSG00000147324;ENSG00000130513;ENSG00000121594;ENSG00000285022;ENSG00000179295;ENSG00000114013;ENSG00000163600
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,http://amigo.geneontology.org/amigo/term/GO:0042509,77,7,1.191160221,5.876623377,1.87E-04,0.008659411,958;2690;3558;3717;3815;6774;59067,ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000112964
GO:0044093,positive regulation of molecular function,http://amigo.geneontology.org/amigo/term/GO:0044093,1687,45,26.09723757,1.724320434,1.90E-04,0.008750438,356;949;958;1027;1445;1609;1813;1815;2044;2064;2690;3092;3558;3586;3654;3684;3717;3815;4688;5334;5468;5469;5781;5788;6367;6494;6774;7015;7332;7813;8807;8997;9518;9770;9910;23380;25780;28996;55843;57118;57216;84159;121665;201176;219790,ENSG00000141736;ENSG00000157404;ENSG00000185651;ENSG00000127946;ENSG00000213445;ENSG00000157837;ENSG00000182010;ENSG00000067208;ENSG00000125686;ENSG00000168610;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000169896;ENSG00000115896;ENSG00000101017;ENSG00000130513;ENSG00000136634;ENSG00000075884;ENSG00000103653;ENSG00000159314;ENSG00000145242;ENSG00000162738;ENSG00000152689;ENSG00000160145;ENSG00000101265;ENSG00000064393;ENSG00000266028;ENSG00000152061;ENSG00000115607;ENSG00000164362;ENSG00000111276;ENSG00000073060;ENSG00000179295;ENSG00000145214;ENSG00000183049;ENSG00000150347;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000132170;ENSG00000116701;ENSG00000102962;ENSG00000112964
GO:0048666,neuron development,http://amigo.geneontology.org/amigo/term/GO:0048666,1052,32,16.27403315,1.966322651,1.91E-04,0.008750438,473;639;1813;2044;2064;2672;2885;3558;3717;3984;5592;5781;6857;8013;8997;22891;23294;23380;23418;27255;51199;54806;57118;57216;64072;65059;80736;84570;84628;91752;157285;257194,ENSG00000141736;ENSG00000162676;ENSG00000177885;ENSG00000142599;ENSG00000057657;ENSG00000228263;ENSG00000096968;ENSG00000109471;ENSG00000064999;ENSG00000107736;ENSG00000106683;ENSG00000134376;ENSG00000275342;ENSG00000204385;ENSG00000188517;ENSG00000145242;ENSG00000162738;ENSG00000160145;ENSG00000266028;ENSG00000100503;ENSG00000173166;ENSG00000135541;ENSG00000179295;ENSG00000183049;ENSG00000149295;ENSG00000172260;ENSG00000185532;ENSG00000170396;ENSG00000119508;ENSG00000285551;ENSG00000134115;ENSG00000196358;ENSG00000067715
GO:0038114,interleukin-21-mediated signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0038114,8,3,0.123756906,24.24107143,1.93E-04,0.00875056,6774;6775;59067,ENSG00000138378;ENSG00000168610;ENSG00000138684
GO:0098756,response to interleukin-21,http://amigo.geneontology.org/amigo/term/GO:0098756,8,3,0.123756906,24.24107143,1.93E-04,0.00875056,6774;6775;59067,ENSG00000138378;ENSG00000168610;ENSG00000138684
GO:0098757,cellular response to interleukin-21,http://amigo.geneontology.org/amigo/term/GO:0098757,8,3,0.123756906,24.24107143,1.93E-04,0.00875056,6774;6775;59067,ENSG00000138378;ENSG00000168610;ENSG00000138684
GO:0060759,regulation of response to cytokine stimulus,http://amigo.geneontology.org/amigo/term/GO:0060759,160,10,2.475138122,4.040178571,1.96E-04,0.00881511,1997;2672;3654;3717;5468;5469;5781;5788;7128;64135,ENSG00000162676;ENSG00000125686;ENSG00000184216;ENSG00000096968;ENSG00000118503;ENSG00000115267;ENSG00000179295;ENSG00000081237;ENSG00000132170;ENSG00000120690
GO:0050868,negative regulation of T cell activation,http://amigo.geneontology.org/amigo/term/GO:0050868,103,8,1.593370166,5.020804438,1.97E-04,0.00881511,941;942;1493;2064;3558;3559;3586;7292,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000134460;ENSG00000114013
GO:0043405,regulation of MAP kinase activity,http://amigo.geneontology.org/amigo/term/GO:0043405,330,15,5.104972376,2.938311688,2.01E-04,0.008947902,958;1445;1815;2064;2690;3654;3717;3815;5781;5788;8844;9518;51755;57216;200734,ENSG00000141736;ENSG00000157404;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000101017;ENSG00000130513;ENSG00000103653;ENSG00000162738;ENSG00000167258;ENSG00000179295;ENSG00000081237;ENSG00000276825;ENSG00000112964
GO:0002224,toll-like receptor signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0002224,131,9,2.026519337,4.441112323,2.02E-04,0.008947902,2672;3654;3684;7128;7187;9258;9641;10318;79155,ENSG00000145901;ENSG00000162676;ENSG00000168884;ENSG00000147324;ENSG00000184216;ENSG00000169896;ENSG00000118503;ENSG00000285022;ENSG00000131323;ENSG00000263528
GO:0031399,regulation of protein modification process,http://amigo.geneontology.org/amigo/term/GO:0031399,1743,46,26.96353591,1.706007704,2.04E-04,0.008988342,941;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2672;2690;2885;3451;3558;3654;3717;3815;3984;4249;4853;5334;5781;5788;6367;6774;7128;7332;8844;9258;9474;9518;9770;10318;23081;28996;51074;51755;55024;55140;57216;59067;64754;121665;200734,ENSG00000145901;ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000185651;ENSG00000162676;ENSG00000177885;ENSG00000157837;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000115896;ENSG00000134014;ENSG00000149089;ENSG00000101017;ENSG00000106683;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000118503;ENSG00000167258;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000152127;ENSG00000153064;ENSG00000111276;ENSG00000185420;ENSG00000179295;ENSG00000057663;ENSG00000145214;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000107077;ENSG00000134250;ENSG00000112964
GO:0042327,positive regulation of phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0042327,1013,31,15.67071823,1.978211818,2.17E-04,0.009545302,941;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2690;3451;3558;3654;3717;3815;4853;5781;5788;6367;6774;8844;9258;9518;9770;28996;55024;57216;59067;64754,ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000153064;ENSG00000111276;ENSG00000185420;ENSG00000179295;ENSG00000145214;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0007260,tyrosine phosphorylation of STAT protein,http://amigo.geneontology.org/amigo/term/GO:0007260,79,7,1.222099448,5.727848101,2.19E-04,0.009545302,958;2690;3558;3717;3815;6774;59067,ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000112964
GO:0072577,endothelial cell apoptotic process,http://amigo.geneontology.org/amigo/term/GO:0072577,56,6,0.866298343,6.926020408,2.19E-04,0.009545302,356;958;3586;7015;7128;79155,ENSG00000168884;ENSG00000117560;ENSG00000101017;ENSG00000136634;ENSG00000118503;ENSG00000164362
GO:0045582,positive regulation of T cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0045582,80,7,1.237569061,5.65625,2.37E-04,0.010261868,941;942;3558;3559;3575;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000168685;ENSG00000134460;ENSG00000114013;ENSG00000081237
GO:0033993,response to lipid,http://amigo.geneontology.org/amigo/term/GO:0033993,883,28,13.65966851,2.049830125,2.52E-04,0.010810918,190;356;941;942;949;958;1027;1601;2113;2672;3586;3595;3654;3717;3727;5468;5469;6774;7128;7292;7332;8013;8626;10499;51176;64754;79155;81606,ENSG00000185651;ENSG00000162676;ENSG00000168884;ENSG00000125686;ENSG00000168610;ENSG00000169297;ENSG00000184216;ENSG00000073282;ENSG00000096968;ENSG00000117560;ENSG00000117586;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000081985;ENSG00000136634;ENSG00000118503;ENSG00000111276;ENSG00000073060;ENSG00000185420;ENSG00000114013;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000130522;ENSG00000134954
GO:0051707,response to other organism,http://amigo.geneontology.org/amigo/term/GO:0051707,883,28,13.65966851,2.049830125,2.52E-04,0.010810918,356;941;942;949;958;1130;2672;3451;3559;3586;3595;3609;3654;3663;3717;3727;5788;6367;7128;7187;7292;9474;9641;22806;55024;64135;79155;254827,ENSG00000143669;ENSG00000234829;ENSG00000129351;ENSG00000162676;ENSG00000168884;ENSG00000184216;ENSG00000096968;ENSG00000117560;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000081985;ENSG00000136634;ENSG00000177694;ENSG00000118503;ENSG00000134460;ENSG00000115267;ENSG00000153064;ENSG00000128604;ENSG00000131323;ENSG00000073060;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000263528;ENSG00000102962;ENSG00000130522
GO:0016064,immunoglobulin mediated immune response,http://amigo.geneontology.org/amigo/term/GO:0016064,107,8,1.655248619,4.833110814,2.56E-04,0.01090842,717;735;958;3119;3558;3586;5788;7292,ENSG00000166278;ENSG00000231286;ENSG00000113600;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237;ENSG00000231543
GO:0043207,response to external biotic stimulus,http://amigo.geneontology.org/amigo/term/GO:0043207,884,28,13.67513812,2.047511312,2.57E-04,0.01090842,356;941;942;949;958;1130;2672;3451;3559;3586;3595;3609;3654;3663;3717;3727;5788;6367;7128;7187;7292;9474;9641;22806;55024;64135;79155;254827,ENSG00000143669;ENSG00000234829;ENSG00000129351;ENSG00000162676;ENSG00000168884;ENSG00000184216;ENSG00000096968;ENSG00000117560;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000081985;ENSG00000136634;ENSG00000177694;ENSG00000118503;ENSG00000134460;ENSG00000115267;ENSG00000153064;ENSG00000128604;ENSG00000131323;ENSG00000073060;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000263528;ENSG00000102962;ENSG00000130522
GO:0060396,growth hormone receptor signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0060396,21,4,0.324861878,12.31292517,2.72E-04,0.011477196,2690;3717;6774;9518,ENSG00000168610;ENSG00000096968;ENSG00000130513;ENSG00000112964
GO:0030218,erythrocyte differentiation,http://amigo.geneontology.org/amigo/term/GO:0030218,108,8,1.670718232,4.788359788,2.73E-04,0.011477196,2113;3717;3815;5469;6774;9258;10320;28996,ENSG00000185811;ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000147324;ENSG00000096968;ENSG00000285022;ENSG00000064393;ENSG00000134954
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0007169,665,23,10.28729282,2.235767991,2.75E-04,0.01152283,356;640;1609;2044;2064;2690;2885;3092;3717;3815;4688;5781;6774;8013;8997;9518;9770;23294;28514;54806;84159;116449;200734,ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000127946;ENSG00000136573;ENSG00000168610;ENSG00000198369;ENSG00000096968;ENSG00000117560;ENSG00000064999;ENSG00000130513;ENSG00000145242;ENSG00000160145;ENSG00000109684;ENSG00000101265;ENSG00000135541;ENSG00000179295;ENSG00000145214;ENSG00000150347;ENSG00000119508;ENSG00000116701;ENSG00000198719;ENSG00000112964
GO:0046427,positive regulation of JAK-STAT cascade,http://amigo.geneontology.org/amigo/term/GO:0046427,82,7,1.268508287,5.518292683,2.76E-04,0.01152283,958;2690;3558;3717;3815;6774;59067,ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000112964
GO:0031401,positive regulation of protein modification process,http://amigo.geneontology.org/amigo/term/GO:0031401,1171,34,18.11491713,1.876906185,2.83E-04,0.011754518,941;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2690;3451;3558;3654;3717;3815;4853;5781;5788;6367;6774;7332;8844;9258;9518;9770;10318;28996;55024;57216;59067;64754;121665,ENSG00000145901;ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000185651;ENSG00000157837;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000153064;ENSG00000111276;ENSG00000185420;ENSG00000179295;ENSG00000145214;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
