,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
142,217404_s_at,0.2003963,0.0013,3.3541491999999997,-1.02455,0.62786572,COL2A1,collagen type II alpha 1 chain
1518,ILMN_1741662,0.0405,0.0013,-3.3912876000000005,-1.183198,-0.27399999999999997,,
1517,ILMN_2262288,0.0405,0.0013,3.3913227999999997,-1.183102,0.528,EEF1G,eukaryotic translation elongation factor 1 gamma
1516,ILMN_2058468,0.0405,0.0013,3.3915388999999996,-1.18251,0.5529999999999999,BACH2,BTB domain and CNC homolog 2
1755,212146_at,0.0405,0.0013,-3.6168322999999996,-1.0999543,-0.69659397,PLEKHM2,pleckstrin homology and RUN domain containing M2
1754,212869_x_at,0.0404,0.0013,3.6173437000000006,-1.09873915,0.43051296,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1"
1513,ILMN_3297311,0.0405,0.0013,-3.3928382000000004,-1.17895,-0.297,,
1756,209252_at,0.0406,0.0013,3.6154404,-1.10326152,0.66832041,HARS2,"histidyl-tRNA synthetase 2, mitochondrial"
1753,1555407_s_at,0.0404,0.0013,-3.6175045,-1.09835713,-0.57122593,FGD3,"FYVE, RhoGEF and PH domain containing 3"
1514,ILMN_1689786,0.0405,0.0013,3.392332,-1.180337,0.285,ASMTL,acetylserotonin O-methyltransferase-like
1515,ILMN_1798926,0.0405,0.0013,-3.3921629,-1.1808,-0.369,SOCS2,suppressor of cytokine signaling 2
1758,226599_at,0.0407,0.00131,3.6136633999999996,-1.10748309,0.60039093,FHDC1,FH2 domain containing 1
1757,232432_s_at,0.0407,0.00131,3.6144242999999996,-1.10567561,0.46309038,SLC30A5,solute carrier family 30 member 5
1759,231886_at,0.0407,0.00131,3.6132572,-1.10844797,0.71348382,LOC100134822,uncharacterized LOC100134822
1760,227648_at,0.0408,0.00131,-3.6123377999999997,-1.11063199,-1.34081598,SMDT1,single-pass membrane protein with aspartate rich tail 1
144,205676_at,0.2003963,0.00131,-3.3504468000000003,-1.0343,-0.71794181,CYP27B1,cytochrome P450 family 27 subfamily B member 1
1522,ILMN_2405305,0.0407,0.00131,3.3891379,-1.189086,0.27,ARNTL,aryl hydrocarbon receptor nuclear translocator like
1521,ILMN_1724181,0.0407,0.00131,-3.3891827000000005,-1.188963,-0.34299999999999997,IL15,interleukin 15
1520,ILMN_1698067,0.0407,0.00131,3.3895266000000004,-1.188021,0.37799999999999995,NBPF14,neuroblastoma breakpoint family member 14
1519,ILMN_1760933,0.0407,0.00131,3.3898297,-1.1871909999999999,0.256,RER1,retention in endoplasmic reticulum sorting receptor 1
1523,ILMN_1740298,0.0407,0.00131,-3.3886230999999998,-1.190495,-0.6729999999999999,SIGLEC5,sialic acid binding Ig like lectin 5
143,219449_s_at,0.2003963,0.00131,-3.3527807999999997,-1.02816,-0.42133729,TMEM70,transmembrane protein 70
1769,202062_s_at,0.0408,0.00132,3.6103834999999997,-1.11527361,0.69362982,SEL1L,SEL1L ERAD E3 ligase adaptor subunit
1768,1554716_s_at,0.0408,0.00132,3.6104422,-1.1151342,1.62924876,LINC00593,long intergenic non-protein coding RNA 593
1767,226519_s_at,0.0408,0.00132,-3.6107419999999997,-1.11442228,-0.40597277,PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase
1766,208713_at,0.0408,0.00132,-3.6107976,-1.11429004,-0.47472977,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1
1525,ILMN_1739967,0.0408,0.00132,-3.3871462999999995,-1.1945379999999999,-0.28600000000000003,TBK1,TANK binding kinase 1
1764,1570291_at,0.0408,0.00132,3.6110851000000004,-1.11360735,1.84614717,CLDN10-AS1,CLDN10 antisense RNA 1
1763,1556676_a_at,0.0408,0.00132,3.6112687999999995,-1.11317098,1.78166588,,
1762,235783_at,0.0408,0.00132,3.6118203999999996,-1.11186079,0.67790864,MRTO4,"MRT4 homolog, ribosome maturation factor"
1765,211426_x_at,0.0408,0.00132,3.6109271,-1.11398252,0.7304619000000001,GNAQ,G protein subunit alpha q
146,208142_at,0.2003963,0.00132,3.3486883,-1.03893,1.13427912,EDDM3A,epididymal protein 3A
1761,205529_s_at,0.0408,0.00132,3.6121440000000002,-1.11109232,1.77180674,RUNX1T1,RUNX1 translocation partner 1
145,218447_at,0.2003963,0.00132,-3.3499372000000003,-1.03565,-0.42272449,CMC2,C-X9-C motif containing 2
1524,ILMN_1677942,0.0408,0.00132,-3.3877137999999998,-1.192985,-0.237,SHISA4,shisa family member 4
1528,ILMN_3290052,0.041,0.00132,3.385762,-1.1983270000000001,0.29100000000000004,MAP3K14-AS1,MAP3K14 antisense RNA 1
1527,ILMN_2319326,0.0409,0.00132,3.3860306000000002,-1.197592,0.386,ADARB1,"adenosine deaminase, RNA specific B1"
1526,ILMN_1678490,0.0408,0.00132,-3.3870815000000003,-1.194716,-0.353,RILPL2,Rab interacting lysosomal protein like 2
1529,ILMN_2379967,0.041,0.00133,-3.3851167,-1.200093,-0.616,FCAR,Fc fragment of IgA receptor
1776,204513_s_at,0.041,0.00133,-3.606547,-1.12438355,-0.52947113,ELMO1,engulfment and cell motility 1
1774,221669_s_at,0.041,0.00133,3.6077917,-1.12142824,0.64561015,ACAD8,acyl-CoA dehydrogenase family member 8
1775,222720_x_at,0.041,0.00133,3.6067311,-1.12394655,0.58811136,C1orf27,chromosome 1 open reading frame 27
1771,204842_x_at,0.041,0.00133,3.6083222000000004,-1.12016852,0.39231488,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha
1770,219641_at,0.041,0.00133,3.6084120000000004,-1.11995528,0.52719622,DET1,de-etiolated homolog 1 (Arabidopsis)
1531,ILMN_1809817,0.0412,0.00133,3.3829307999999996,-1.206072,0.306,CDHR3,cadherin related family member 3
1530,ILMN_1776653,0.0411,0.00133,3.3842480000000004,-1.202469,0.41600000000000004,SCML1,sex comb on midleg-like 1 (Drosophila)
1772,239844_x_at,0.041,0.00133,3.6081486000000003,-1.12058086,1.24012444,C1orf228,chromosome 1 open reading frame 228
1773,218379_at,0.041,0.00133,-3.6078231,-1.12135365,-0.5602165,RBM7,RNA binding motif protein 7
1777,219014_at,0.0411,0.00134,-3.6054175,-1.12706501,-0.79050351,PLAC8,placenta specific 8
1778,224527_at,0.0411,0.00134,3.6049559,-1.12816082,1.92662103,LOC100653137///CDH23,cadherin-23-like///cadherin-related 23
1779,228090_at,0.0411,0.00134,3.604907,-1.12827693,0.60796488,NMNAT3,nicotinamide nucleotide adenylyltransferase 3
1780,236606_at,0.0411,0.00134,-3.6043898000000003,-1.12950464,-1.95495237,,
1781,205361_s_at,0.0411,0.00134,-3.6042369,-1.12986748,-0.50422867,PFDN4,prefoldin subunit 4
1782,229556_at,0.0411,0.00134,3.6041656000000004,-1.13003693,1.57243298,LOC100288893,uncharacterized LOC100288893
1783,208645_s_at,0.0411,0.00134,3.6041436,-1.13008911,0.43061442,RPS14,ribosomal protein S14
1785,218105_s_at,0.0413,0.00135,-3.6022119,-1.13467402,-0.47335929,MRPL4,mitochondrial ribosomal protein L4
1784,204085_s_at,0.0412,0.00135,3.6033007000000006,-1.13208976,0.5121355,CLN5,"ceroid-lipofuscinosis, neuronal 5"
1534,ILMN_1738552,0.0417,0.00135,-3.3782262999999997,-1.218934,-0.49,SLC1A3,solute carrier family 1 member 3
1533,ILMN_1734922,0.0417,0.00135,-3.3787406000000004,-1.2175280000000002,-0.28800000000000003,,
1532,ILMN_1680693,0.0417,0.00135,3.3788146,-1.2173260000000001,0.233,ZNF419,zinc finger protein 419
147,217032_at,0.2039866,0.00135,3.3407598,-1.05979,0.89367259,FOXD4L1///FOXD4,forkhead box D4-like 1///forkhead box D4
1537,ILMN_1813775,0.0418,0.0013599999999999999,3.3769508000000004,-1.2224190000000001,0.22399999999999998,GAK,cyclin G associated kinase
1789,223754_at,0.0416,0.0013599999999999999,3.5981282999999995,-1.14436412,0.79561033,C2orf88,chromosome 2 open reading frame 88
1788,224453_s_at,0.0416,0.0013599999999999999,-3.5985747000000003,-1.14330513,-0.94906476,ETNK1,ethanolamine kinase 1
1787,244109_at,0.0416,0.0013599999999999999,3.5986345999999996,-1.14316301,0.85082888,WDR38,WD repeat domain 38
1786,1553611_s_at,0.0415,0.0013599999999999999,3.6000527,-1.13979805,0.67163339,KLHL35,kelch like family member 35
1536,ILMN_1685057,0.0418,0.0013599999999999999,-3.3770189,-1.222233,-0.643,SLC22A4,solute carrier family 22 member 4
1535,ILMN_1785861,0.0418,0.0013599999999999999,-3.3775817000000004,-1.220695,-0.259,,
1538,ILMN_1746206,0.0419,0.0013599999999999999,3.3762193,-1.224417,0.261,CEP131,centrosomal protein 131
1540,ILMN_1793384,0.0422,0.00137,3.3729605000000005,-1.233316,0.442,JAK1,Janus kinase 1
1794,216055_at,0.0417,0.00137,3.5956544000000004,-1.15023294,1.37680089,PDGFB,platelet derived growth factor subunit B
1793,1565672_at,0.0417,0.00137,3.595686,-1.15015798,0.56137626,,
1792,206195_x_at,0.0417,0.00137,3.5959909,-1.14943465,1.39100981,GH2,growth hormone 2
1791,220691_at,0.0417,0.00137,3.5965394,-1.14813373,0.50915137,,
1790,226905_at,0.0417,0.00137,3.5966110000000002,-1.14796381,0.68993389,FAM101B,family with sequence similarity 101 member B
1797,210376_x_at,0.0417,0.00137,-3.5953207999999997,-1.15102429,-0.55935436,ELK1,"ELK1, ETS transcription factor"
1539,ILMN_1736340,0.042,0.00137,3.3750134,-1.227711,0.27399999999999997,ANGEL2,angel homolog 2
1795,237217_at,0.0417,0.00137,3.5956197999999997,-1.15031517,1.80874738,ADAMTSL1,ADAMTS like 1
1796,211970_x_at,0.0417,0.00137,3.5953864999999996,-1.15086838,0.37531492,ACTG1///ACTB,actin gamma 1///actin beta
1798,208815_x_at,0.0418,0.0013800000000000002,3.5945536,-1.15284395,0.44875787,HSPA4,heat shock protein family A (Hsp70) member 4
1799,234529_at,0.0419,0.0013800000000000002,-3.5936415,-1.15500731,-1.50014295,PCGEM1,"PCGEM1, prostate-specific transcript (non-protein coding)"
1800,240882_at,0.042,0.0013800000000000002,3.5922502,-1.15830686,1.61402981,LOC100506289,uncharacterized LOC100506289
1542,ILMN_2112402,0.0424,0.0013800000000000002,3.3710252,-1.238599,0.257,PHF5A,PHD finger protein 5A
1541,ILMN_1784602,0.0424,0.0013800000000000002,-3.3712583,-1.237962,-0.508,CDKN1A,cyclin dependent kinase inhibitor 1A
1806,202858_at,0.0421,0.00139,3.5903997000000003,-1.16269481,0.41100543,U2AF1,U2 small nuclear RNA auxiliary factor 1
1548,ILMN_1673113,0.0425,0.00139,-3.3689877,-1.244157,-0.555,F2RL1,F2R like trypsin receptor 1
1549,ILMN_2096654,0.0425,0.00139,-3.3687167999999996,-1.244896,-0.275,COMMD4,COMM domain containing 4
1550,ILMN_1747556,0.0426,0.00139,3.3681491,-1.246445,0.247,CDK9,cyclin dependent kinase 9
1545,ILMN_1715674,0.0425,0.00139,-3.369622,-1.242427,-0.5670000000000001,ITPK1,inositol-tetrakisphosphate 1-kinase
1544,ILMN_1757081,0.0425,0.00139,-3.3700400999999998,-1.2412860000000001,-0.312,SYN2,synapsin II
1543,ILMN_3236812,0.0425,0.00139,3.3701324,-1.241035,0.266,,
1805,217457_s_at,0.0421,0.00139,3.5904154999999998,-1.16265739,0.68877302,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1
1807,217797_at,0.0421,0.00139,3.5893023,-1.16529667,0.41770378,UFC1,ubiquitin-fold modifier conjugating enzyme 1
1547,ILMN_1771385,0.0425,0.00139,-3.369239,-1.243472,-0.43,GBP4,guanylate binding protein 4
1546,ILMN_1676099,0.0425,0.00139,3.3694927000000003,-1.24278,0.46,SPON2,spondin 2
1801,238020_at,0.042,0.00139,-3.5914894,-1.16011092,-0.6186642,PSMC2,"proteasome 26S subunit, ATPase 2"
1802,228755_at,0.042,0.00139,3.5911641000000003,-1.16088231,0.77534798,GIGYF1,GRB10 interacting GYF protein 1
1803,1553303_at,0.042,0.00139,3.5910954,-1.16104524,1.56147043,C16orf46,chromosome 16 open reading frame 46
1804,1554479_a_at,0.0421,0.00139,3.5906661,-1.16206304,0.50350779,CARD8,caspase recruitment domain family member 8
1812,211237_s_at,0.0422,0.0014,3.5875266000000003,-1.1695062,2.05510608,FGFR4,fibroblast growth factor receptor 4
1555,ILMN_1726516,0.0427,0.0014,3.3663648999999998,-1.2513100000000001,0.25,SCRIB,scribbled planar cell polarity protein
1554,ILMN_1744963,0.0426,0.0014,-3.3666979,-1.250402,-0.29600000000000004,ERO1A,endoplasmic reticulum oxidoreductase 1 alpha
1553,ILMN_1705551,0.0426,0.0014,-3.3669928999999996,-1.249598,-0.32299999999999995,OR56A4,olfactory receptor family 56 subfamily A member 4
1552,ILMN_2355463,0.0426,0.0014,-3.3673806000000006,-1.248541,-0.40700000000000003,CYFIP1,cytoplasmic FMR1 interacting protein 1
1551,ILMN_1789233,0.0426,0.0014,3.3674631,-1.248316,0.344,VPS37C,"VPS37C, ESCRT-I subunit"
1808,1566475_at,0.0422,0.0014,3.5887714,-1.16655514,1.40711156,,
1809,213747_at,0.0422,0.0014,3.5884642999999996,-1.16728327,1.82565347,AZIN1,antizyme inhibitor 1
1811,220685_at,0.0422,0.0014,3.5876601000000004,-1.16918964,0.80186777,FAM120C,family with sequence similarity 120C
1813,241349_at,0.0422,0.0014,3.5874326,-1.16972902,1.63964234,,
1814,1566823_a_at,0.0422,0.0014,3.5874268,-1.16974282,0.62564802,,
1815,202453_s_at,0.0422,0.0014,3.5871995,-1.17028161,0.69619974,GTF2H1,general transcription factor IIH subunit 1
1816,231650_s_at,0.0422,0.0014,3.5868641,-1.17107662,1.81771547,SEZ6L,seizure related 6 homolog like
1817,227950_at,0.0422,0.0014,3.5868451,-1.17112165,1.43152148,UBE2H,ubiquitin conjugating enzyme E2 H
1818,1560790_at,0.0422,0.0014,3.5868235,-1.17117279,1.84114502,GOLGA6L2,golgin A6 family-like 2
1810,208945_s_at,0.0422,0.0014,3.5879195,-1.16857481,0.45872735,BECN1,beclin 1
1556,ILMN_1784269,0.0428,0.00141,3.3649626000000006,-1.255133,0.335,AASDH,aminoadipate-semialdehyde dehydrogenase
1557,ILMN_1693045,0.0429,0.00141,-3.3643785000000004,-1.256725,-0.256,TMED1,transmembrane p24 trafficking protein 1
1821,212579_at,0.0423,0.00141,-3.5852294000000002,-1.17495114,-0.6580075,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1
1822,205077_s_at,0.0423,0.00141,3.5846202000000003,-1.17639487,0.41458166,PIGF,phosphatidylinositol glycan anchor biosynthesis class F
1825,205712_at,0.0423,0.00141,3.5838913,-1.17812226,1.41233315,PTPRD,"protein tyrosine phosphatase, receptor type D"
1824,244242_at,0.0423,0.00141,3.5840324,-1.17778796,0.7462014,LOC101929761,uncharacterized LOC101929761
1823,208965_s_at,0.0423,0.00141,-3.5841572999999998,-1.1774917999999999,-0.65709261,IFI16,interferon gamma inducible protein 16
1819,232155_at,0.0423,0.00141,-3.5853203999999996,-1.17473545,-0.95192213,RNF213,ring finger protein 213
1820,214414_x_at,0.0423,0.00141,3.5852977999999998,-1.17478895,3.09722108,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
1558,ILMN_2364384,0.043,0.0014199999999999998,-3.3632341,-1.259844,-0.308,PPARG,peroxisome proliferator activated receptor gamma
1560,ILMN_1743724,0.0431,0.0014199999999999998,-3.362027,-1.263133,-0.27699999999999997,,
1829,200675_at,0.0426,0.0014199999999999998,-3.5806763,-1.18574005,-0.73096695,CD81,CD81 molecule
1828,222661_at,0.0425,0.0014199999999999998,3.5811935,-1.18451454,0.50153008,AGGF1,angiogenic factor with G-patch and FHA domains 1
1826,1566038_at,0.0424,0.0014199999999999998,3.5826229,-1.18112785,0.62282187,DGCR7,DiGeorge syndrome critical region gene 7
1559,ILMN_2279796,0.043,0.0014199999999999998,-3.362998,-1.2604870000000001,-0.312,CAMK2B,calcium/calmodulin dependent protein kinase II beta
1827,208886_at,0.0424,0.0014199999999999998,-3.5822601,-1.18198746,-1.61853041,H1F0,H1 histone family member 0
1561,ILMN_1784428,0.0434,0.00143,3.3595201,-1.26996,0.34600000000000003,MGC57346,ADP-ribosylation factor pseudogene
1562,ILMN_3238401,0.0434,0.00143,-3.3592204,-1.2707760000000001,-0.33299999999999996,,
1836,1555979_at,0.0427,0.00143,3.5780007000000005,-1.19207799,1.02298363,LOC100130417,uncharacterized LOC100130417
1835,203374_s_at,0.0427,0.00143,3.5780726,-1.19190787,0.79216903,TPP2,tripeptidyl peptidase 2
1833,216603_at,0.0427,0.00143,3.5785677000000002,-1.19073507,1.38992134,SLC7A8,solute carrier family 7 member 8
1832,224999_at,0.0427,0.00143,3.5788458,-1.19007625,0.90506173,EGFR,epidermal growth factor receptor
1831,222707_s_at,0.0427,0.00143,3.5790449,-1.18960479,0.43994368,ACTR8,ARP8 actin-related protein 8 homolog
1834,225126_at,0.0427,0.00143,3.5781557,-1.19171084,0.50681717,MRRF,mitochondrial ribosome recycling factor
1830,216306_x_at,0.0427,0.00143,-3.5795673999999997,-1.18836687,-0.34458809,MIR4745///PTBP1,microRNA 4745///polypyrimidine tract binding protein 1
1840,242060_x_at,0.0429,0.00144,-3.5754292999999997,-1.19816803,-0.86466847,PHF11,PHD finger protein 11
1839,213538_at,0.0429,0.00144,-3.5755314,-1.19792627,-0.5350786999999999,SON,SON DNA binding protein
1565,ILMN_1762003,0.0436,0.00144,3.356819,-1.277313,0.267,SEC62,"SEC62 homolog, preprotein translocation factor"
1838,206450_at,0.0429,0.00144,3.575915,-1.19701786,1.2459526,DBH,dopamine beta-hydroxylase
1564,ILMN_2090351,0.0435,0.00144,3.3580552000000004,-1.2739479999999999,0.325,OR7E156P,olfactory receptor family 7 subfamily E member 156 pseudogene
1563,ILMN_1777565,0.0434,0.00144,-3.3585957000000004,-1.272477,-0.455,TAP2,"transporter 2, ATP binding cassette subfamily B member"
1841,209460_at,0.0429,0.00144,3.5751512,-1.19882645,1.0808415,ABAT,4-aminobutyrate aminotransferase
1837,237396_at,0.0428,0.00144,3.5763504,-1.1959868,0.9078072,,
1842,200927_s_at,0.0429,0.00145,3.5748006,-1.19965679,0.54749111,RAB14,"RAB14, member RAS oncogene family"
1843,243384_at,0.0429,0.00145,-3.5747455,-1.19978734,-1.49074436,LINC00280,long intergenic non-protein coding RNA 280
1844,1560144_at,0.0429,0.00145,3.5743376000000002,-1.2007531999999999,2.32916331,,
1845,240745_at,0.0429,0.00145,3.5739637,-1.20163855,1.69801908,LOC101927760,uncharacterized LOC101927760
1846,215123_at,0.0429,0.00145,3.5736593,-1.20235926,1.17500691,NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3,nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3
1848,210098_s_at,0.0429,0.00145,3.5730835,-1.20372245,0.6431705,,
148,210990_s_at,0.21473289999999998,0.00145,3.3196442999999998,-1.11516,0.45295129,LAMA4,laminin subunit alpha 4
149,212577_at,0.21473289999999998,0.00145,-3.3188053,-1.11735,-0.47404588,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1
1847,223192_at,0.0429,0.00145,-3.5733203000000002,-1.20316183,-0.53690587,SLC25A28,solute carrier family 25 member 28
1566,ILMN_2333107,0.0437,0.00145,3.3557577000000003,-1.280201,0.46399999999999997,AES,amino-terminal enhancer of split
1567,ILMN_2110167,0.0438,0.00145,3.3547137000000005,-1.283042,0.517,POLR1E,RNA polymerase I subunit E
1568,ILMN_1783448,0.0438,0.00145,3.3543129,-1.284132,0.215,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2
1569,ILMN_1812721,0.0438,0.00145,3.3541673999999997,-1.2845280000000001,0.501,,
1850,208099_x_at,0.043,0.00146,3.5717555,-1.20686648,0.72100949,TTLL5,tubulin tyrosine ligase like 5
150,215015_at,0.21473289999999998,0.00146,3.3176226000000004,-1.12045,0.54920431,BICDL1,BICD family like cargo adaptor 1
1849,227594_at,0.043,0.00146,3.5720087999999994,-1.20626683,0.55076053,ZMYM6,zinc finger MYM-type containing 6
1573,ILMN_1696485,0.0439,0.00146,3.3528269,-1.288174,0.441,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B
1572,ILMN_1724495,0.0439,0.00146,-3.3529857000000005,-1.287742,-0.295,SESTD1,SEC14 and spectrin domain containing 1
1571,ILMN_1689445,0.0439,0.00146,3.3532357000000004,-1.2870620000000002,0.252,POLR2H,RNA polymerase II subunit H
1574,ILMN_1689029,0.0439,0.00146,-3.3526272000000006,-1.2887170000000001,-0.281,WDR7,WD repeat domain 7
1854,229585_at,0.0431,0.00146,3.5704486000000006,-1.2099601999999998,1.43909866,ADAMTSL1,ADAMTS like 1
1570,ILMN_1756261,0.0439,0.00146,-3.3534387999999997,-1.2865090000000001,-0.313,GPR143,G protein-coupled receptor 143
1853,205762_s_at,0.0431,0.00146,-3.5709282999999994,-1.20882461,-0.84435565,DUS4L,dihydrouridine synthase 4 like
1852,213123_at,0.0431,0.00146,3.5709482000000006,-1.20877767,0.56801237,MFAP3,microfibrillar associated protein 3
1851,211870_s_at,0.043,0.00146,3.5715044999999996,-1.2074607,0.99441856,PCDHA2///PCDHA3,protocadherin alpha 2///protocadherin alpha 3
1858,240325_x_at,0.0432,0.00147,3.5689232000000004,-1.21357068,1.05923891,,
1857,213080_x_at,0.0431,0.00147,3.5692317000000005,-1.21284056,0.48017763,RPL5///SNORD21,"ribosomal protein L5///small nucleolar RNA, C/D box 21"
1575,ILMN_2283388,0.0441,0.00147,-3.3508527999999997,-1.293541,-0.257,C20orf24,chromosome 20 open reading frame 24
1576,ILMN_1721411,0.0441,0.00147,-3.3505709,-1.2943069999999999,-0.518,,
1577,ILMN_1654950,0.0442,0.00147,-3.3499919,-1.2958809999999998,-0.348,,
1578,ILMN_2345872,0.0442,0.00147,3.3496004999999998,-1.296945,0.415,SUMF2,sulfatase modifying factor 2
1856,215179_x_at,0.0431,0.00147,3.5692659,-1.21275966,0.85785487,PGF,placental growth factor
1855,233006_at,0.0431,0.00147,3.5694538000000002,-1.2123148000000001,0.96559182,4-Sep,septin 4
1860,227516_at,0.0433,0.00147,3.5674882000000006,-1.21696674,0.51601404,SF3A1,splicing factor 3a subunit 1
